カード名,登場期
儀式魔人カースエンチャンター,6
儀式魔人プレコグスター,6
破滅の魔王ガーランドルフ,6
セイヴァー・デモン・ドラゴン,6
ドリル・ウォリアー,6
太陽龍インティ,6
月影龍クイラ,6
XX－セイバー ヒュンレイ,6
調和の宝札,6
バラエティ・アウト,6
レプティレス・アンガー,6
アドバンス・フォース,6
ヴァイパー・リボーン,6
太陽の祭壇,6
ロケット・パイルダー,6
ブレイク・ドロー,6
パワー・ピカクス,6
蜘蛛の領域,6
鋼核合成獣研究所,6
墓守の石版,6
マシン・デベロッパー,6
破滅の儀式,6
昇華する魂,6
儀式の檻,6
無欲な壺,6
シンクロ・コントロール,6
チェンジ・デステニー,6
デモンズ・チェーン,6
リフレクト・ネイチャー,6
スネーク・チョーク,6
メテオ・プロミネンス,6
栄誉の贄,6
デストラクト・ポーション,6
死神の呼び声,6
ライヤー・ワイヤー,6
コア・ブラスト,6
セイバー・ホール,6
機械王－B.C.３０００,6
エーリアン・ブレイン,6
忘却の海底神殿,6
調律師の陰謀,6
カース・サイキック,6
グレイモヤ不発弾,6
反転世界,6
マシンナーズ・フォートレス,6
マシンナーズ・ギアフレーム,6
マシンナーズ・ピースキーパー,6
スクラップ・リサイクラー,6
機甲部隊の最前線,6
ライオ・アリゲーター,6
トランスフォーム・スフィア,6
スパウン・アリゲーター,6
ネオフレムベル・オリジン,6
ネオフレムベル・ヘッジホッグ,6
ネオフレムベル・シャーマン,6
ネオフレムベル・ガルーダ,6
ネオフレムベル・サーベル,6
A・ジェネクス・ケミストリ,6
A・ジェネクス・バードマン,6
A・ジェネクス・ベルフレイム,6
A・ジェネクス・クラッシャー,6
A・ジェネクス・リバイバー,6
魔轟神獣ペガラサス,6
魔轟神獣コカトル,6
魔轟神ディアネイラ,6
ドラグニティ－コルセスカ,6
ドラグニティ－パルチザン,6
ドラグニティ－ピルム,6
ドラグニティ－アングス,6
ナチュル・スティンクバグ,6
ナチュル・マンティス,6
ナチュル・ラグウィード,6
ナチュル・ホワイトオーク,6
氷結界の軍師,6
氷結界の御庭番,6
氷結界の虎将 ガンターラ,6
ナチュル・エクストリオ,6
エンシェント・ゴッド・フレムベル,6
A・ジェネクス・トライフォース,6
魔轟神獣クダベ,6
ドラグニティナイト－バルーチャ,6
氷結界の龍 トリシューラ,6
The tyrant NEPTUNE,6
The アトモスフィア,6
ジャンク・ブレーダー,6
ライトニング・ウォリアー,6
サムライソード・バロン,6
ヘル・セキュリティ,6
ヘル・ツイン・コップ,6
ヘルウェイ・パトロール,6
アーマード・ビー,6
ポセイドン・オオカブト,6
クイック・スパナイト,6
XX－セイバー エマーズブレイド,6
黒魔力の精製者,6
素早いビッグハムスター,6
サボウ・クローザー,6
ドラゴニック・ガード,6
海底に潜む深海竜,6
儀式魔人ディザーズ,6
地縛大神官,6
墓守の巫女,6
コア転送ユニット,6
A・ジェネクス・アクセル,6
BF－熱風のギブリ,6
BF－逆風のガスト,6
BF－そよ風のブリーズ,6
チェンジ・シンクロン,6
カード・ブレイカー,6
セカンド・ブースター,6
インターセプト・デーモン,6
ドレッド・ドラゴン,6
トラスト・ガーディアン,6
フレア・リゾネーター,6
シンクロ・マグネーター,6
インフェルニティ・ミラージュ,6
インフェルニティ・リローダー,6
インフェルニティ・ビートル,6
インフェルニティ・リベンジャー,6
返り咲く薔薇の大輪,6
D・クリーナン,6
ローズ・バード,6
スポーア,6
フェアリー・アーチャー,6
バイオファルコン,6
プチトマボー,6
マジドッグ,6
光霊使いライナ,6
エレキリン,6
エレキツネ,6
エレキツツキ,6
コアキメイル・サンドマン,6
記憶破壊王,6
デルタトライ,6
トライゴン,6
かつて神と呼ばれた亀,6
粋カエル,6
電池メン－単四型,6
燃料電池メン,6
キーマウス,6
A・O・J コアデストロイ,6
黒羽を狩る者,6
ブラックフェザー・ドラゴン,6
デーモン・カオス・キング,6
インフェルニティ・デス・ドラゴン,6
スプレンディッド・ローズ,6
カオス・ゴッデス－混沌の女神－,6
ブラックフェザー・シュート,6
黒羽の宝札,6
ZERO－MAX,6
インフェルニティガン,6
無の煉獄,6
妨害電波,6
奇跡のピラミッド,6
天空の泉,6
ドラゴンレーザー,6
エレキューブ,6
電磁シールド,6
ワーム・コール,6
氷結界の三方陣,6
鋼核初期化,6
宣告者の預言,6
墓地封印,6
シャイニング・アブソーブ,6
苦痛の回廊,6
パワー・フレーム,6
BF－バックフラッシュ,6
BF－アンカー,6
ブラック・サンダー,6
ボム・ガード,6
インフェルニティ・リフレクター,6
インフェルニティ・ブレイク,6
ダメージ・ゲート,6
インフェルニティ・インフェルノ,6
ハンドレス・フェイク,6
アサルト・スピリッツ,6
ブロッサム・ボンバー,6
D・スクランブル,6
パワー・ブレイク,6
コアキメイルの障壁,6
異次元への隙間,6
シンクロ・イジェクション,6
混沌の落とし穴,6
ダニポン,6
モロコシーナ,6
吸血コアラ,6
Sin 青眼の白龍,6
Sin スターダスト・ドラゴン,6
E・HERO ネオス・ナイト,6
Sin 真紅眼の黒竜,6
オシリスの天空竜,7
ヒーローアライブ,7
ファイターズ・エイプ,7
クローザー・フォレスト,7
吠え猛る大地,7
マジシャンズ・エイプ,7
荒野の大竜巻,7
ジャンク・デストロイヤー,7
ラピッド・ウォリアー,7
シンクロン・エクスプローラー,7
ハーフ・シャット,7
Sin パラドクス・ドラゴン,7
ブリザード・プリンセス,7
ジェムナイト・ガネット,7
ジェムナイト・サフィア,7
ジェムナイト・ルマリン,7
ジェムナイト・アレキサンド,7
ジェムレシス,7
ジェム・マーチャント,7
ラヴァルの炎車回し,7
紅蓮地帯を飛ぶ鷹,7
ラヴァル・ウォリアー,7
炎熱刀プロミネンス,7
ラヴァル炎樹海の妖女,7
灼熱工の巨匠カエン,7
ラヴァルバーナー,7
ラヴァルロード・ジャッジメント,7
ヴァイロン・キューブ,7
ヴァイロン・ヴァンガード,7
ヴァイロン・チャージャー,7
ヴァイロン・ソルジャー,7
ジェムナイト・ルビーズ,7
ジェムナイト・アクアマリナ,7
ジェムナイト・パーズ,7
ラヴァルバル・ドラゴン,7
ラヴァル・グレイター,7
ヴァイロン・シグマ,7
ヴァイロン・エプシロン,7
ジェムナイト・フュージョン,7
紅蓮の炎壁,7
ヴァイロン・マテリアル,7
ジェム・エンハンス,7
炎熱旋風壁,7
アースクエイク・ジャイアント,7
エフェクト・ヴェーラー,7
ダッシュ・ウォリアー,7
ダメージ・イーター,7
ADチェンジャー,7
牙城のガーディアン,7
おとぼけオポッサム,7
虚栄の大猿,7
一角獣の使い魔,7
モノケロース,7
異次元の一角戦士,7
ユニバード,7
二角獣レーム,7
マイン・モール,7
トライデント・ウォリアー,7
デルタフライ,7
ライノタウルス,7
幻角獣フュプノコーン,7
スクラップ・キマイラ,7
スクラップ・ゴブリン,7
スクラップ・ビースト,7
スクラップ・ハンター,7
スクラップ・ゴーレム,7
エレキンギョ,7
エレキツネザル,7
エレキジ,7
ナチュル・モスキート,7
ナチュル・ビーンズ,7
ナチュル・バンブーシュート,7
アマゾネスの賢者,7
アマゾネス訓練生,7
アマゾネス女王,7
ロックキャット,7
エレファン,7
シンクロ・フュージョニスト,7
野望のゴーファー,7
ファイナルサイコオーガ,7
波動竜騎士 ドラゴエクィテス,7
アルティメットサイキッカー,7
サンダー・ユニコーン,7
ボルテック・バイコーン,7
ライトニング・トライコーン,7
スクラップ・ドラゴン,7
エレキマイラ,7
死角からの一撃,7
ダブル・サイクロン,7
スクラップ・エリア,7
スクラップ・スコール,7
スクラップ・ポリッシュ,7
エレキュア,7
ナチュルの森,7
ランドオルスのヒカリゴケ,7
アマゾネスの里,7
アマゾネスの闘志,7
ユニコーンの導き,7
ビーストレイジ,7
ミラクルシンクロフュージョン,7
疫病,7
災いの装備品,7
賢者の聖杯,7
召喚の呪詛,7
強欲で謙虚な壺,7
死力のタッグ・チェンジ,7
闘争本能,7
野生の咆哮,7
パラレル・セレクト,7
波動再生,7
波動障壁,7
連鎖旋風,7
スクラップ・カウンター,7
エレキャノン,7
アマゾネスの意地,7
女王の選択,7
ビーストライザー,7
幻獣の角,7
パラドックス・フュージョン,7
神の警告,7
反魔鏡,7
威風堂々,7
ライト・オブ・デストラクション,7
灰塵王 アッシュ・ガッシュ,7
ジャンク・フォアード,7
スカー・ウォリアー,7
エレクトロ軍曹,7
XX－セイバー ボガーナイト,7
XX－セイバー ダークソウル,7
セイバー・ヴォールト,7
コアキメイル・テストベッド,7
オーバー・コアリミット,7
虚無の波動,7
インフェルニティ・バリア,7
除草獣,7
素早いマンボウ,7
ピューマン,7
天刑王 ブラック・ハイランダー,7
Sin サイバー・エンド・ドラゴン,7
Sin トゥルース・ドラゴン,7
Sin パラレルギア,7
Sin レインボー・ドラゴン,7
ジャンク・ガードナー,7
ドラグニティアームズ－レヴァテイン,7
ドラグニティアームズ－ミスティル,7
ドラグニティ－アキュリス,7
竜の渓谷,7
竜操術,7
幻影の魔術士,7
ローズ・ウィッチ,7
凛天使クイーン・オブ・ローズ,7
マスク・チェンジ,7
M・HERO 剛火,7
M・HERO ヴェイパー,7
V・HERO アドレイション,7
速攻のかかし,7
ミラー・レディバグ,7
リード・バタフライ,7
ニードル・ガンナー,7
ネクロ・リンカー,7
レスキュー・ウォリアー,7
パワー・ジャイアント,7
バイス・バーサーカー,7
ランサー・デーモン,7
パワー・ブレイカー,7
エクストラ・ヴェーラー,7
シンクロ・ガンナー,7
クリエイト・リゾネーター,7
アタック・ゲイナー,7
BF－二の太刀のエテジア,7
BF－極光のアウロラ,7
BF－激震のアブロオロス,7
グローアップ・バルブ,7
カラクリ兵 弐参六,7
カラクリ商人 壱七七,7
カラクリ参謀 弐四八,7
カラクリ忍者 参参九,7
カラクリ武者 六参壱八,7
スクラップ・ソルジャー,7
スクラップ・サーチャー,7
エレキーウィ,7
エレキリギリス,7
エレキトンボ,7
エレキタリス,7
ナチュル・チェリー,7
ナチュル・パンプキン,7
ナチュル・スタッグ,7
氷結界の舞姫,7
チェーンドッグ,7
ワイトメア,7
破戒僧 ランシン,7
闇帝ディルグ,7
覇魔導士アーカナイト・マジシャン,7
地天の騎士ガイアドレイク,7
シューティング・スター・ドラゴン,7
フォーミュラ・シンクロン,7
スカーレッド・ノヴァ・ドラゴン,7
カラクリ将軍 無零,7
スクラップ・ツイン・ドラゴン,7
調律,7
風雲カラクリ城,7
黄金の歯車装置箱,7
カラクリ解体新書,7
スクラップ・オイルゾーン,7
エレキャッスル,7
エレキャッシュ,7
パルキオンのうろこ,7
ガオドレイクのタテガミ,7
氷結界の紋章,7
氷結界の鏡,7
コアキリング,7
魔界の足枷,7
愚鈍の斧,7
呪いのお札,7
霊滅独鈷杵,7
馬の骨の対価,7
大熱波,7
D２シールド,7
スクリーン・オブ・レッド,7
ブラック・バック,7
ディフェンダーズ・クロス,7
重力崩壊,7
BF－マイン,7
星蝕－レベル・クライム－,7
ハーフ・カウンター,7
カラクリ屋敷,7
時限カラクリ爆弾,7
スクラップ・クラッシュ,7
エレキーパー,7
エクストリオの牙,7
虚無空間,7
異次元グランド,7
能力吸収石,7
暴君の威圧,7
落とし大穴,7
リチュア・アビス,7
リチュア・ヴァニティ,7
リチュア・マーカー,7
リチュア・チェイン,7
リチュア・エリアル,7
シャドウ・リチュア,7
ガスタ・ガルド,7
ガスタ・イグル,7
ガスタ・サンボルト,7
ガスタの巫女 ウィンダ,7
ガスタの静寂 カーム,7
ガスタの賢者 ウィンダール,7
インヴェルズの魔細胞,7
インヴェルズの斥候,7
インヴェルズの門番,7
